order_id,customer_id,order_date,amount,status
743,5,2026-02-24,347.07,cancelled
744,153,2026-02-08,90.24,placed
745,178,2026-04-08,157.18,placed
746,196,2026-06-24,14.31,cancelled
747,28,2025-08-30,259.17,placed
748,12,2025-08-26,10.08,placed
749,53,2026-04-22,96.47,placed
750,192,2025-10-10,177.18,returned
751,157,2025-10-15,38.83,placed
752,184,2026-03-11,90.03,placed
753,26,2025-11-17,426.39,returned
754,173,2026-05-02,418.2,cancelled
755,59,2026-02-23,66.19,shipped
756,93,2025-10-21,362.46,cancelled
757,73,2026-02-24,345.09,shipped
758,75,2025-12-26,98.45,cancelled
759,95,2025-08-22,248.37,cancelled
760,174,2026-05-21,200.43,placed
761,44,2026-04-23,172.62,cancelled
762,109,2026-03-13,383.58,returned
763,165,2026-02-01,240.53,cancelled
764,131,2025-12-13,58.48,cancelled
765,35,2026-07-06,416.0,placed
766,98,2026-02-16,80.6,placed
767,170,2025-11-23,397.4,cancelled
768,67,2025-10-30,275.58,placed
769,31,2026-02-22,427.17,placed
770,143,2026-02-28,442.93,cancelled
771,184,2026-06-07,286.58,returned
772,147,2025-10-19,427.9,cancelled
773,152,2025-09-21,339.86,delivered
774,8,2026-05-29,419.28,returned
775,161,2026-06-14,216.93,cancelled
776,170,2026-04-04,325.8,placed
777,30,2026-07-23,271.52,cancelled
778,108,2025-08-11,237.5,delivered
779,100,2026-06-13,405.12,shipped
780,129,2025-08-26,173.07,delivered
781,52,2026-06-25,420.99,delivered
782,77,2026-01-09,403.28,placed
783,149,2026-02-11,140.32,returned
784,54,2026-06-24,327.51,delivered
785,139,2026-01-02,204.14,cancelled
786,141,2026-07-24,315.78,shipped
787,55,2025-12-06,137.63,returned
788,112,2025-09-16,34.64,cancelled
789,39,2026-03-02,422.84,placed
790,106,2026-03-09,324.79,returned
791,62,2026-04-26,18.71,delivered
792,144,2025-12-29,325.23,shipped
793,8,2026-03-13,331.04,placed
794,125,2026-07-05,430.49,returned
795,17,2026-01-06,448.9,placed
796,186,2026-04-04,60.41,placed
797,149,2025-11-07,129.64,shipped
798,198,2026-02-15,417.01,shipped
799,56,2026-05-05,110.98,cancelled
800,151,2025-11-02,190.48,delivered
